ts,ticker,score,profit
2026-01-28,.INX,0.9375074095279136,3.5333893459332457
2026-02-02,.INX,0.6671012142546081,-3.7056923223267115
2026-02-05,.INX,0.9708160653511235,8.838186188476636
2026-02-07,.INX,0.6879056348476841,3.870822152634731
2026-02-09,.INX,0.6477004201091517,-5.6148382723725145
2026-02-10,.INX,0.824636508549497,1.0992811951817483
2026-02-15,.INX,0.7508997823902482,-8.046143472066344
2026-02-17,.INX,0.7104836093315949,-0.8860645207829487
2026-02-18,.INX,0.923758683708087,3.7868862230846987
2026-02-20,.INX,0.7668046271065597,-7.305974886230863
2026-02-21,.INX,0.9419635518840291,10.725039291410594
2026-02-23,.INX,0.6214278068182997,4.46192152876618
2026-02-24,.INX,0.8658241902010347,-7.913527323950925
2026-01-28,BTC,0.6994352396970203,-5.28197586960451
2026-02-02,BTC,0.9868362002190898,9.350683003763402
2026-02-08,BTC,0.7427497683427893,1.34057269393829
2026-02-14,BTC,0.753663466598754,-5.3681282865172415
2026-02-18,BTC,0.7747429779578806,8.478586380633418
2026-02-21,BTC,0.8045549186131331,2.8962251381890245
2026-02-22,BTC,0.7153331600728791,0.4439866699169637
2026-02-24,BTC,0.8318060513924794,-8.628870296507886
2026-02-26,BTC,0.7324365167386916,-5.491917198224986
2026-01-28,SOL,0.7390347925145363,-4.601844852080349
2026-02-01,SOL,0.930372994290825,-6.734428243153246
2026-02-03,SOL,0.613992016646514,3.8065439734386044
2026-02-04,SOL,0.6827614985990978,5.8000425552161
2026-02-05,SOL,0.6860335646575018,1.6674230463558815
2026-02-08,SOL,0.9458961329903836,3.5669675674190446
2026-02-09,SOL,0.8584703575362692,-3.5302396436039882
2026-02-13,SOL,0.6075062510468985,9.036224258724335
2026-02-14,SOL,0.7790391940702784,10.851569765721175
2026-02-15,SOL,0.8464652776547761,2.8872056560690176
2026-02-16,SOL,0.7233517270723774,8.575602368836108
2026-02-19,SOL,0.8385332657148008,7.643460434239206
2026-02-20,SOL,0.8172432582582263,-3.461209496909382
2026-02-21,SOL,0.699426031719825,-8.818335603508455
2026-02-23,SOL,0.6366713891150696,8.720825886786066
2026-02-24,SOL,0.7426408574274491,-4.026356561352279
2026-02-25,SOL,0.8263360519698728,7.944949694263196
2026-02-26,SOL,0.9538704175059555,5.906749327558755
2026-02-01,.INX,0.6218707601071942,1.0384339382065078
2026-02-03,.INX,0.9515311689293217,10.853713049615822
2026-02-04,.INX,0.8814327168978249,2.6918605109039375
2026-02-05,.INX,0.7772143968215232,9.896405869640294
2026-02-08,.INX,0.8177958003764172,6.7379258749832855
2026-02-09,.INX,0.9135575508191511,-6.177181553121515
2026-02-13,.INX,0.6804117982803289,8.782608549911597
2026-02-16,.INX,0.6522766041814111,9.107294411923482
2026-02-17,.INX,0.9649790045567437,1.8402157801715535
2026-02-20,.INX,0.8420092474379506,-4.904441180498937
2026-02-23,.INX,0.7087429028746117,-8.794294832128072
2026-02-24,.INX,0.7022953199079187,-3.668460978049594
2026-02-25,.INX,0.827845294124427,5.24645578996659
2026-03-01,.INX,0.6093405899112593,-2.1388578769816338
2026-01-31,BTC,0.6231743827980625,6.183700643311622
2026-02-03,BTC,0.6544568470457466,-7.96032287851378
2026-02-07,BTC,0.9350356970493148,-3.6186887350170296
2026-02-08,BTC,0.7153245212283158,-4.909389473448468
2026-02-09,BTC,0.9179820509503607,-5.804830191968927
2026-02-12,BTC,0.8144827961915906,3.867184033292711
2026-02-15,BTC,0.9380471583448625,5.788879928979399
2026-02-16,BTC,0.7431342549498878,-0.9810573087512064
2026-02-19,BTC,0.8426200340898493,1.2977657339080195
2026-02-20,BTC,0.9923029017789494,9.361774903796773
2026-02-22,BTC,0.8571069894375531,-2.4950672290880074
2026-02-26,BTC,0.7028599588720451,1.0430823277211665
2026-02-27,BTC,0.6303727557723464,0.6905435768589452
2026-03-01,BTC,0.9190410331429627,-4.443938123959069
2026-02-03,SOL,0.9047317862403611,-5.4355030882602255
2026-02-07,SOL,0.8985001882978128,-1.3895542997292443
2026-02-10,SOL,0.6015534705677484,-5.376411850077299
2026-02-11,SOL,0.6415996442949318,4.109250673814548
2026-02-12,SOL,0.6601765845139259,3.7564453856612947
2026-02-18,SOL,0.9657147184179484,2.8972937793988853
2026-02-21,SOL,0.8667323459360073,-5.57495002337626
2026-02-25,SOL,0.6656758395533592,5.223893486856594
