candidate_id,customer_id,billable,invoice_id,invoice_status
e97fda9a-fb4e-4c70-b161-c69709455bbd,cust_01,0.756,,
0cd4fc0c-f962-4790-bb4f-51fbf825c086,cust_02,2.1167000000000002,,
5329ed97-d08d-4216-8047-dd3e01ea8755,cust_03,1.0189000000000001,,
24708eb4-3a8e-448f-9b3f-f5d576dce9df,cust_04,1.0678,,
f1f51188-d1e9-4a3d-9d96-7b6eb7f029f9,cust_05,3.0441000000000003,,
a7fda824-c84c-4374-af50-102bd2873b60,cust_07,0.6588,,
7f55f94e-f7a0-4ba7-8d88-edb11c15e74b,cust_08,0.0305,,
b57288f5-ccfa-43aa-a0ed-73792802616f,cust_10,0.7601,,
cf0a8b4b-30d5-4c5f-b9db-fa58a007c2c3,cust_01,1.0814000000000001,,
dd7c5a1c-bb95-4224-905e-b1aa220f0498,cust_02,2.7388000000000003,,
4b79faa9-3ea8-4b3c-a7af-3bfa09dde4bd,cust_03,1.2117000000000002,,
bd385673-0965-4bac-a870-0e8d0440acd2,cust_04,1.0678,,
9472c688-aec3-440b-8553-476fa892eb30,cust_05,3.5317000000000003,,
72408a39-186a-4a0f-9d79-2f301970168d,cust_06,0.0018,,
cbcf7e14-2f9d-4060-b976-4e4137d75921,cust_07,1.3522,,
9918d19a-867f-4594-92e8-9ff0a7e1f01d,cust_08,0.2484,,
0c84231e-c940-4137-b209-3ad25af1f85c,cust_10,1.3466,,
d9ba04ac-f6a7-4848-8b0c-f8f2f5678e0b,cust_01,1.0814000000000001,,
fb4f5add-6245-4882-8db9-cd4bb33d8a80,cust_02,2.7388000000000003,,
edaebad0-bb95-4094-a3b4-710f696febf7,cust_03,1.2117000000000002,,
b02ace42-0820-414f-9c47-e2132842f773,cust_04,1.0678,,
f3bb4295-0edf-46e7-a00a-97e63fdaa7a7,cust_05,3.5317000000000003,,
385d76b0-8699-499d-8e26-13b7a4c5ee3e,cust_06,0.0018,,
e9695cc8-e0f2-4c61-94a9-196371a01b2c,cust_07,1.3522,,
6ce86b6e-d965-4f6e-8830-abbd0b870ce0,cust_08,0.2484,,
05395db9-6700-4893-a8da-7fb13c30644d,cust_10,1.3466,,
8fe901a6-5099-4e8b-be3b-c96a89552446,cust_01,1.0814000000000001,,
2feac37d-876e-47f4-ae5a-95f5a42da88c,cust_02,2.7388000000000003,,
41f89dc3-0578-4ac1-ae05-021acee8cc65,cust_03,1.2117000000000002,,
3a01b2c5-7db6-481e-821b-3ec02b4ccf9b,cust_04,1.0678,,
bc7d1a7a-d9ae-4e8f-abd1-8a5bc60c5bb5,cust_05,3.5317000000000003,,
308e2a17-cd1a-4916-88d4-45f28c338827,cust_06,0.0018,,
faefd35a-4601-43c8-bc98-ab922daad397,cust_07,1.3522,,
32e336e6-41c8-43f0-8521-bdc6889ea47c,cust_08,0.2484,,
a18f850c-364d-4b32-939a-51cded1db7fc,cust_10,1.3466,,
