candidate_id,date,customer_id,billable_amount_usd,cost_usd,invoice_id,status
e97fda9a-fb4e-4c70-b161-c69709455bbd,2026-03-01,cust_01,0.756,1.44353,in_1T6CLk1Ty6VYRO3EI8z16GjM,invoiced
0cd4fc0c-f962-4790-bb4f-51fbf825c086,2026-03-01,cust_02,2.1167000000000002,2.35079,in_1T6EkG1Ty6VYRO3EkuhlhJZl,invoiced
5329ed97-d08d-4216-8047-dd3e01ea8755,2026-03-01,cust_03,1.0189000000000001,1.9633200000000002,in_1T6EkJ1Ty6VYRO3ED93XqZpg,invoiced
24708eb4-3a8e-448f-9b3f-f5d576dce9df,2026-03-01,cust_04,1.0678,2.02505,in_1T6EkL1Ty6VYRO3Ewr1zMYx9,invoiced
f1f51188-d1e9-4a3d-9d96-7b6eb7f029f9,2026-03-01,cust_05,3.0441000000000003,1.85378,in_1T6EkO1Ty6VYRO3EngqqnDhE,invoiced
a7fda824-c84c-4374-af50-102bd2873b60,2026-03-01,cust_07,0.6588,1.2252100000000001,in_1T6EkQ1Ty6VYRO3EClhrZsyy,invoiced
7f55f94e-f7a0-4ba7-8d88-edb11c15e74b,2026-03-01,cust_08,0.0305,0.86425,in_1T6EkT1Ty6VYRO3E9wzMrIQY,invoiced
b57288f5-ccfa-43aa-a0ed-73792802616f,2026-03-01,cust_10,0.7601,1.51709,in_1T6EkV1Ty6VYRO3EBcSfWCK2,invoiced
cf0a8b4b-30d5-4c5f-b9db-fa58a007c2c3,2026-03-01,cust_01,1.0814000000000001,1.47607,in_1T6EkY1Ty6VYRO3EALRfI1EZ,invoiced
dd7c5a1c-bb95-4224-905e-b1aa220f0498,2026-03-01,cust_02,2.7388000000000003,2.4130000000000003,in_1T6Ekb1Ty6VYRO3E96lSzReY,invoiced
4b79faa9-3ea8-4b3c-a7af-3bfa09dde4bd,2026-03-01,cust_03,1.2117000000000002,2.11756,in_1T6Ekd1Ty6VYRO3ESpupy87V,invoiced
bd385673-0965-4bac-a870-0e8d0440acd2,2026-03-01,cust_04,1.0678,2.02505,in_1T6Ekg1Ty6VYRO3EcvdlqWd9,invoiced
9472c688-aec3-440b-8553-476fa892eb30,2026-03-01,cust_05,3.5317000000000003,1.9674299999999998,in_1T6Ekj1Ty6VYRO3EmIdZdueW,invoiced
72408a39-186a-4a0f-9d79-2f301970168d,2026-03-01,cust_06,0.0018,1.33395,in_1T6Ekl1Ty6VYRO3EYYAy2s0B,invoiced
cbcf7e14-2f9d-4060-b976-4e4137d75921,2026-03-01,cust_07,1.3522,1.5681800000000001,in_1T6Eko1Ty6VYRO3Ey9ow65xQ,invoiced
9918d19a-867f-4594-92e8-9ff0a7e1f01d,2026-03-01,cust_08,0.2484,0.8860399999999999,in_1T6Ekr1Ty6VYRO3ERYPo3L1o,invoiced
0c84231e-c940-4137-b209-3ad25af1f85c,2026-03-01,cust_10,1.3466,1.83712,in_1T6Ekt1Ty6VYRO3EaJqsbowN,invoiced
d9ba04ac-f6a7-4848-8b0c-f8f2f5678e0b,2026-03-01,cust_01,1.0814000000000001,1.47607,in_1T6Ekw1Ty6VYRO3EJiSJM2Oe,invoiced
fb4f5add-6245-4882-8db9-cd4bb33d8a80,2026-03-01,cust_02,2.7388000000000003,2.4130000000000003,in_1T6Eky1Ty6VYRO3EfASYRjFV,invoiced
edaebad0-bb95-4094-a3b4-710f696febf7,2026-03-01,cust_03,1.2117000000000002,2.11756,in_1T6El11Ty6VYRO3E3BqJfZhk,invoiced
b02ace42-0820-414f-9c47-e2132842f773,2026-03-01,cust_04,1.0678,2.02505,in_1T6El41Ty6VYRO3E3G1cS63r,invoiced
f3bb4295-0edf-46e7-a00a-97e63fdaa7a7,2026-03-01,cust_05,3.5317000000000003,1.9674299999999998,in_1T6El61Ty6VYRO3ETcmhvSIj,invoiced
385d76b0-8699-499d-8e26-13b7a4c5ee3e,2026-03-01,cust_06,0.0018,1.33395,in_1T6El91Ty6VYRO3E3B1SN97a,invoiced
e9695cc8-e0f2-4c61-94a9-196371a01b2c,2026-03-01,cust_07,1.3522,1.5681800000000001,in_1T6ElB1Ty6VYRO3EaBDNsij3,invoiced
6ce86b6e-d965-4f6e-8830-abbd0b870ce0,2026-03-01,cust_08,0.2484,0.8860399999999999,in_1T6ElE1Ty6VYRO3ERqtxztYt,invoiced
05395db9-6700-4893-a8da-7fb13c30644d,2026-03-01,cust_10,1.3466,1.83712,in_1T6ElH1Ty6VYRO3EYfGdWEms,invoiced
8fe901a6-5099-4e8b-be3b-c96a89552446,2026-03-01,cust_01,1.0814000000000001,1.47607,in_1T6ElJ1Ty6VYRO3Ev2SAnSKj,invoiced
2feac37d-876e-47f4-ae5a-95f5a42da88c,2026-03-01,cust_02,2.7388000000000003,2.4130000000000003,in_1T6ElM1Ty6VYRO3EiTNwaWsP,invoiced
41f89dc3-0578-4ac1-ae05-021acee8cc65,2026-03-01,cust_03,1.2117000000000002,2.11756,in_1T6ElO1Ty6VYRO3Ehiz8ZyxX,invoiced
