candidate_id,date,customer_id,billable_amount_usd,cost_usd,invoice_id,invoice_status,invoice_amount_paid
e97fda9a-fb4e-4c70-b161-c69709455bbd,2026-03-01,cust_01,0.756,1.44353,,,
0cd4fc0c-f962-4790-bb4f-51fbf825c086,2026-03-01,cust_02,2.1167000000000002,2.35079,,,
5329ed97-d08d-4216-8047-dd3e01ea8755,2026-03-01,cust_03,1.0189000000000001,1.9633200000000002,,,
24708eb4-3a8e-448f-9b3f-f5d576dce9df,2026-03-01,cust_04,1.0678,2.02505,,,
f1f51188-d1e9-4a3d-9d96-7b6eb7f029f9,2026-03-01,cust_05,3.0441000000000003,1.85378,,,
a7fda824-c84c-4374-af50-102bd2873b60,2026-03-01,cust_07,0.6588,1.2252100000000001,,,
7f55f94e-f7a0-4ba7-8d88-edb11c15e74b,2026-03-01,cust_08,0.0305,0.86425,,,
b57288f5-ccfa-43aa-a0ed-73792802616f,2026-03-01,cust_10,0.7601,1.51709,,,
cf0a8b4b-30d5-4c5f-b9db-fa58a007c2c3,2026-03-01,cust_01,1.0814000000000001,1.47607,,,
dd7c5a1c-bb95-4224-905e-b1aa220f0498,2026-03-01,cust_02,2.7388000000000003,2.4130000000000003,,,
4b79faa9-3ea8-4b3c-a7af-3bfa09dde4bd,2026-03-01,cust_03,1.2117000000000002,2.11756,,,
bd385673-0965-4bac-a870-0e8d0440acd2,2026-03-01,cust_04,1.0678,2.02505,,,
9472c688-aec3-440b-8553-476fa892eb30,2026-03-01,cust_05,3.5317000000000003,1.9674299999999998,,,
72408a39-186a-4a0f-9d79-2f301970168d,2026-03-01,cust_06,0.0018,1.33395,,,
cbcf7e14-2f9d-4060-b976-4e4137d75921,2026-03-01,cust_07,1.3522,1.5681800000000001,,,
9918d19a-867f-4594-92e8-9ff0a7e1f01d,2026-03-01,cust_08,0.2484,0.8860399999999999,,,
0c84231e-c940-4137-b209-3ad25af1f85c,2026-03-01,cust_10,1.3466,1.83712,,,
d9ba04ac-f6a7-4848-8b0c-f8f2f5678e0b,2026-03-01,cust_01,1.0814000000000001,1.47607,,,
fb4f5add-6245-4882-8db9-cd4bb33d8a80,2026-03-01,cust_02,2.7388000000000003,2.4130000000000003,,,
edaebad0-bb95-4094-a3b4-710f696febf7,2026-03-01,cust_03,1.2117000000000002,2.11756,,,
b02ace42-0820-414f-9c47-e2132842f773,2026-03-01,cust_04,1.0678,2.02505,,,
f3bb4295-0edf-46e7-a00a-97e63fdaa7a7,2026-03-01,cust_05,3.5317000000000003,1.9674299999999998,,,
385d76b0-8699-499d-8e26-13b7a4c5ee3e,2026-03-01,cust_06,0.0018,1.33395,,,
e9695cc8-e0f2-4c61-94a9-196371a01b2c,2026-03-01,cust_07,1.3522,1.5681800000000001,,,
6ce86b6e-d965-4f6e-8830-abbd0b870ce0,2026-03-01,cust_08,0.2484,0.8860399999999999,,,
05395db9-6700-4893-a8da-7fb13c30644d,2026-03-01,cust_10,1.3466,1.83712,,,
